,GeoID,Year,Value,Unit,MeasureName
0,101,2023,29.7197,ppb,"Ozone, Summer mean"
1,102,2023,28.9791,ppb,"Ozone, Summer mean"
2,103,2023,31.2579,ppb,"Ozone, Summer mean"
3,104,2023,28.471,ppb,"Ozone, Summer mean"
4,105,2023,28.4347,ppb,"Ozone, Summer mean"
5,106,2023,29.9497,ppb,"Ozone, Summer mean"
6,107,2023,29.7378,ppb,"Ozone, Summer mean"
7,108,2023,31.2227,ppb,"Ozone, Summer mean"
8,109,2023,30.9908,ppb,"Ozone, Summer mean"
9,110,2023,31.7946,ppb,"Ozone, Summer mean"
10,111,2023,31.9377,ppb,"Ozone, Summer mean"
11,112,2023,29.6614,ppb,"Ozone, Summer mean"
12,201,2023,32.3712,ppb,"Ozone, Summer mean"
13,202,2023,33.488,ppb,"Ozone, Summer mean"
14,203,2023,32.5178,ppb,"Ozone, Summer mean"
15,204,2023,31.8935,ppb,"Ozone, Summer mean"
16,205,2023,31.7874,ppb,"Ozone, Summer mean"
17,206,2023,32.7347,ppb,"Ozone, Summer mean"
18,207,2023,32.066,ppb,"Ozone, Summer mean"
19,208,2023,29.6267,ppb,"Ozone, Summer mean"
20,209,2023,33.9623,ppb,"Ozone, Summer mean"
21,210,2023,35.6925,ppb,"Ozone, Summer mean"
22,211,2023,34.3405,ppb,"Ozone, Summer mean"
23,212,2023,32.9235,ppb,"Ozone, Summer mean"
24,301,2023,34.0399,ppb,"Ozone, Summer mean"
25,302,2023,33.4084,ppb,"Ozone, Summer mean"
26,303,2023,35.6935,ppb,"Ozone, Summer mean"
27,304,2023,35.7984,ppb,"Ozone, Summer mean"
28,305,2023,36.561,ppb,"Ozone, Summer mean"
29,306,2023,34.1504,ppb,"Ozone, Summer mean"
30,307,2023,34.6255,ppb,"Ozone, Summer mean"
31,308,2023,36.0621,ppb,"Ozone, Summer mean"
32,309,2023,36.9771,ppb,"Ozone, Summer mean"
33,310,2023,35.3737,ppb,"Ozone, Summer mean"
34,311,2023,39.0731,ppb,"Ozone, Summer mean"
35,312,2023,37.2266,ppb,"Ozone, Summer mean"
36,313,2023,41.2932,ppb,"Ozone, Summer mean"
37,314,2023,37.3149,ppb,"Ozone, Summer mean"
38,315,2023,40.0035,ppb,"Ozone, Summer mean"
39,316,2023,36.3568,ppb,"Ozone, Summer mean"
40,317,2023,37.1587,ppb,"Ozone, Summer mean"
41,318,2023,38.3709,ppb,"Ozone, Summer mean"
42,401,2023,33.5586,ppb,"Ozone, Summer mean"
43,402,2023,33.5354,ppb,"Ozone, Summer mean"
44,403,2023,34.5444,ppb,"Ozone, Summer mean"
45,404,2023,35.1414,ppb,"Ozone, Summer mean"
46,405,2023,35.4643,ppb,"Ozone, Summer mean"
47,406,2023,35.6809,ppb,"Ozone, Summer mean"
48,407,2023,36.5847,ppb,"Ozone, Summer mean"
49,408,2023,36.6877,ppb,"Ozone, Summer mean"
50,409,2023,36.7779,ppb,"Ozone, Summer mean"
51,410,2023,37.8716,ppb,"Ozone, Summer mean"
52,411,2023,37.0975,ppb,"Ozone, Summer mean"
53,412,2023,37.6369,ppb,"Ozone, Summer mean"
54,413,2023,38.2539,ppb,"Ozone, Summer mean"
55,414,2023,43.4008,ppb,"Ozone, Summer mean"
56,501,2023,32.3739,ppb,"Ozone, Summer mean"
57,502,2023,35.2124,ppb,"Ozone, Summer mean"
58,503,2023,36.4544,ppb,"Ozone, Summer mean"
